player_ID;player_name;overall;club;league;nationality;position;age;height;weight
7085;Nagasawa;67;Urawa Red Diamonds;Meiji Yasuda J1 League;Japan;LM;26;172;68
7086;Wander;67;Al Raed;Dawry Jameel;Brazil;CAM;31;180;70
7087;Shipp;67;Seattle Sounders FC;Major League Soccer;United States;LM;26;175;66
7088;Nilsen;67;SK Brann;Eliteserien;Norway;CDM;27;184;78
7089;Dudú;67;Ventforet Kofu;Meiji Yasuda J1 League;Brazil;ST;28;180;75
7090;González;67;La Equidad;Liga Dimayor;Colombia;CB;28;190;86
7091;Hechalar;67;Atlético Tucumán;Primera División;Argentina;CAM;30;173;72
7092;Yong Hwan;67;Incheon United FC;K LEAGUE Classic;Korea Republic;LM;25;176;64
7093;Akindele;67;FC Dallas;Major League Soccer;Canada;ST;27;185;77
7094;Thompson;67;San Jose Earthquakes;Major League Soccer;United States;CAM;23;170;65
7095;Gwon Wan Gyu;67;Pohang Steelers;K LEAGUE Classic;Korea Republic;RB;26;183;76
7096;Amorim;67;Tondela;Liga NOS;Brazil;CB;31;196;85
7097;Fisker;67;Brøndby IF;Alka Superliga;Denmark;CM;30;169;72
7098;Cañaveral;67;Once Caldas;Liga Dimayor;Colombia;CDM;30;176;66
7099;Hardeveld;67;Heracles Almelo;Eredivisie;Holland;LB;23;184;73
7100;Núrio;67;Sporting Charleroi;Belgium Pro League;Angola;LB;23;177;76
7101;Watts;67;Colorado Rapids;Major League Soccer;United States;CB;26;185;70
7102;Redding;67;Orlando City Soccer Club;Major League Soccer;United States;CB;21;188;79
7103;Ajeti;67;FC St. Gallen;Raiffeisen Super League;Switzerland;ST;21;183;77
7104;Piqueti;67;CS Marítimo;Liga NOS;Guinea-Bissau;LW;25;173;72
7105;Bnou-Marzouk;67;FC Lugano;Raiffeisen Super League;Morocco;ST;22;180;74
7106;Mesenhöler;67;1. FC Union Berlin;Bundesliga 2;Germany;GK;23;187;83
7107;Jung Woo Jae;67;Daegu FC;K LEAGUE Classic;Korea Republic;RM;26;179;70
7108;Kayembe;67;FC Nantes;Ligue 1 Conforama;Belgium;LW;24;182;73
7109;Smith;67;Nottingham Forest;EFL Championship;England;GK;24;183;75
7110;Hergault;67;Athlétic Club Ajaccio;Domino’s Ligue 2;France;LB;32;185;80
7111;Zelenika;67;Lechia Gda?sk;Ekstraklasa;Croatia;GK;25;191;80
7112;Pictek;67;Cracovia;Ekstraklasa;Poland;ST;23;183;77
7113;Fortes;67;Excelsior;Eredivisie;Cape Verde Islands;CDM;29;183;75
7114;Akbac;67;Trabzonspor;Süper Lig;Turkey;CB;28;188;81
7115;Garcia;67;SV Werder Bremen;Bundesliga;Switzerland;LB;22;185;78
7116;Friesenbichler;67;FK Austria Wien;Österreichische Fußball-Bundesliga;Austria;ST;24;188;75
7117;Martinez;67;RC Strasbourg Alsace;Ligue 1 Conforama;France;LB;29;182;77
7118;Alkclcç;67;Alanyaspor;Süper Lig;Turkey;RB;30;177;62
7119;Kaptoum;67;FC Barcelona “B”;LaLiga 1 I 2 I 3;Cameroon;CM;22;170;72
7120;Renault;67;US Orléans Loiret Football;Domino’s Ligue 2;France;GK;34;184;80
7121;Sambia;67;Montpellier Hérault SC;Ligue 1 Conforama;France;RB;22;181;68
7122;Correa;67;Godoy Cruz;Primera División;Argentina;ST;25;187;85
7123;Luis Ruiz;67;CD Lugo;LaLiga 1 I 2 I 3;Spain;LB;26;181;73
7124;Yurchenko;67;Bayer 04 Leverkusen;Bundesliga;Ukraine;CM;24;181;74
7125;Becker;67;ADO Den Haag;Eredivisie;Holland;RW;23;180;75
7126;Furlong;67;Queens Park Rangers;EFL Championship;England;RB;22;180;76
7127;José Suarez;67;Girona FC;LaLiga Santander;Spain;GK;22;187;80
7128;Chirivella;67;Willem II;Eredivisie;Spain;CDM;21;178;66
7129;Ojo;67;Fulham;EFL Championship;England;LM;21;177;64
7130;Phillips;67;Leeds United;EFL Championship;England;CDM;22;177;72
7131;Aguirre;67;Rayo Vallecano;LaLiga 1 I 2 I 3;Spain;LM;27;174;62
7132;Rubin;67;Stabæk Fotball;Eliteserien;United States;ST;22;180;73
7133;Salas;67;Club Atlas;LIGA Bancomer MX;Mexico;CM;25;182;73
7134;Van Der Meer;67;FC Utrecht;Eredivisie;Holland;LB;23;196;86
7135;Gori;67;Frosinone;Calcio B;Italy;CM;25;177;76
7136;Paganini;67;Frosinone;Calcio B;Italy;RM;25;177;70
7137;Crivello;67;Frosinone;Calcio B;Italy;LB;27;180;76
7138;Carrasco;67;Patronato;Primera División;Argentina;LW;31;173;71
7139;Bani;67;Chievo Verona;Calcio A;Italy;CB;24;189;79
7140;Wittek;67;SpVgg Greuther Fuerth;Bundesliga 2;Germany;LB;23;172;70
7141;Wolf;67;Eintracht Frankfurt;Bundesliga;Germany;LM;23;187;73
7142;Henry;67;Brentford;EFL Championship;England;LB;21;170;66
7143;Mancuso;67;Pescara;Calcio B;Italy;RW;26;182;77
7144;Çinemre;67;Göztepe SK;Süper Lig;Turkey;CB;24;183;77
7145;Mailson;67;Jeju United FC;K LEAGUE Classic;Brazil;CF;27;177;75
7146;Rafael Ramos;67;Orlando City Soccer Club;Major League Soccer;Portugal;RB;23;170;70
7147;Provedel;67;Empoli;Calcio B;Italy;GK;24;192;84
7148;Fernández;67;CF Reus;LaLiga 1 I 2 I 3;Spain;CDM;23;177;71
7149;Holgate;67;Everton;Premier League;England;RB;21;184;63
7150;Khumalo;67;Kaizer Chiefs;South African FL;South Africa;LB;29;167;70
7151;Gérard;67;Racing Club de Lens;Domino’s Ligue 2;France;RM;25;176;70
7152;Jebor;67;Al Nassr;Dawry Jameel;Liberia;ST;26;178;81
7153;Sergio Gil;67;CD Lugo;LaLiga 1 I 2 I 3;Spain;CDM;22;183;68
7154;Diallo;67;Stade Brestois 29;Domino’s Ligue 2;Senegal;ST;23;185;75
7155;Bardají;67;SD Huesca;LaLiga 1 I 2 I 3;Spain;GK;23;192;78
7156;Den Buijs;67;Heracles Almelo;Eredivisie;Belgium;CB;23;187;74
7157;Capilla;67;Real Sociedad;LaLiga Santander;Spain;CAM;23;169;60
7158;Adams Nuhu;67;BSC Young Boys;Raiffeisen Super League;Ghana;CB;23;190;83
7159;Cesinha;67;Daegu FC;K LEAGUE Classic;Brazil;LW;28;177;74
7160;Willock;67;SL Benfica;Liga NOS;England;LM;20;178;67
7161;Barry;67;SW Werder Bremen II;3. Liga;Germany;CAM;22;182;73
7162;Pere Milla;67;CD Numancia;LaLiga 1 I 2 I 3;Spain;RM;26;179;70
7163;Katrich;67;Dinamo Moscow;Russian Football Premier League;Russia;RM;24;181;77
7164;Teuchert;67;1. FC Nürnberg;Bundesliga 2;Germany;ST;21;183;83
7165;Tasoulis;67;Racing Club de Lens;Domino’s Ligue 2;Greece;LB;27;178;68
7166;Sauer;67;Eintracht Braunschweig;Bundesliga 2;Germany;RB;24;177;70
7167;Odjer;67;Salerno;Calcio B;Ghana;CM;22;170;69
7168;Silva Lopes;67;Peterborough United;EFL League One;Portugal;RM;19;168;61
7169;García;67;Atlético Tucumán;Primera División;Uruguay;CB;29;183;82
7170;Pehlivan;67;Gençlerbirli?i SK;Süper Lig;Turkey;LB;25;183;72
7171;Sangweni;67;Orlando Pirates;South African FL;South Africa;CM;29;172;74
7172;Mets;67;NAC Breda;Eredivisie;Estonia;CB;25;191;80
7173;Garré;67;Club Atlético Huracán;Primera División;Argentina;LB;36;170;74
7174;Mazzola;67;Gimnasia y Esgrima La Plata;Primera División;Argentina;ST;28;188;81
7175;Fattori;67;Newell's Old Boys;Primera División;Argentina;CM;26;175;70
7176;Felipe Pires;67;FK Austria Wien;Österreichische Fußball-Bundesliga;Brazil;LM;23;178;68
7177;Saldaña;67;Alianza Petrolera;Liga Dimayor;Colombia;LB;28;170;63
7178;Kuipers;67;ADO Den Haag;Eredivisie;Holland;CB;25;190;93
7179;Diop;67;Olympique Lyonnais;Ligue 1 Conforama;Spain;CM;21;180;68
7180;Bono;67;Toronto FC;Major League Soccer;United States;GK;24;191;88
7181;Polster;67;Chicago Fire Soccer Club;Major League Soccer;United States;RB;25;183;77
7182;Dálcio;67;Rangers FC;Scottish Premiership;Portugal;RM;22;186;80
7183;Borja;67;Corporación Club Deportivo Tuluá;Liga Dimayor;Colombia;LM;25;179;72
7184;Medina;67;Corporación Club Deportivo Tuluá;Liga Dimayor;Colombia;CAM;23;176;70
7185;Mina;67;Deportivo Cali;Liga Dimayor;Colombia;GK;33;183;81
7186;Roa;67;Junior FC;Liga Dimayor;Colombia;CDM;23;178;65
7187;Mazek;67;Zag??bie Lubin;Ekstraklasa;Poland;RM;24;174;64
7188;Zetterer;67;SV Werder Bremen;Bundesliga;Germany;GK;23;187;79
7189;Veerman;67;SC Heerenveen;Eredivisie;Holland;ST;27;201;90
7190;Mittelstädt;67;Hertha BSC;Bundesliga;Germany;LB;21;178;69
7191;Ichazo;67;Torino;Calcio A;Uruguay;GK;26;188;83
7192;Dvali;67;Pogo? Szczecin;Ekstraklasa;Georgia;CB;23;191;80
7193;Kirkevold;67;Hobro IK;Alka Superliga;Norway;ST;27;185;90
7194;Yeong Jae;67;Ulsan Hyundai Horang-i;K LEAGUE Classic;Korea Republic;CM;24;174;60
7195;Jorge Pombo;67;R. Zaragoza;LaLiga 1 I 2 I 3;Spain;LM;24;173;78
7196;Moren;67;Waasland-Beveren;Belgium Pro League;Finland;CB;27;188;76
7197;Drommel;67;FC Twente;Eredivisie;Holland;GK;21;192;90
7198;Rherras;67;KV Mechelen;Belgium Pro League;Morocco;LB;25;183;77
7199;Audero;67;Venezia;Calcio B;Italy;GK;21;190;83
7200;Zekhnini;67;Fiorentina;Calcio A;Norway;LW;20;179;63
7201;Joosten;67;FC Utrecht;Eredivisie;Holland;ST;22;185;72
7202;Prömel;67;1. FC Union Berlin;Bundesliga 2;Germany;CDM;23;183;78
7203;Remedi;67;Club Atlético Banfield;Primera División;Argentina;CDM;23;169;72
7204;Iljutcenko;67;MSV Duisburg;Bundesliga 2;Russia;ST;28;189;82
7205;Johannesson;67;R. Oviedo;LaLiga 1 I 2 I 3;Iceland;RB;25;176;70
7206;Antunes;67;Sint-Truidense VV;Belgium Pro League;France;LB;26;183;79
7207;Kliment;67;Brøndby IF;Alka Superliga;Czech Republic;ST;25;185;77
7208;Ouwejan;67;AZ;Eredivisie;Holland;LB;22;183;74
7209;Alan Schons;67;Moreirense FC;Liga NOS;Brazil;CM;25;180;74
7210;Dani Suárez;67;Górnik Zabrze;Ekstraklasa;Spain;CB;28;189;86
7211;Hammann;67;1. FC Magdeburg;3. Liga;Germany;CB;30;185;79
7212;Rodic;67;Randers FC;Alka Superliga;Montenegro;RM;25;176;74
7213;Fali;67;FC Barcelona “B”;LaLiga 1 I 2 I 3;Spain;CDM;25;186;84
7214;Polacek;67;Zag??bie Lubin;Ekstraklasa;Slovakia;GK;28;199;100
7215;Seon Min;67;Incheon United FC;K LEAGUE Classic;Korea Republic;RM;26;171;70
7216;Vachoux;67;Racing Club de Lens;Domino’s Ligue 2;France;GK;24;183;78
7217;Kenlock;67;Ipswich Town;EFL Championship;England;LB;21;185;67
7218;Gerson;67;Roma;Calcio A;Brazil;CM;21;175;66
7219;Agyepong;67;NAC Breda;Eredivisie;Ghana;LM;22;170;73
7220;Venegas;67;Minnesota United FC;Major League Soccer;Costa Rica;CAM;29;183;76
7221;Aidoo;67;KRC Genk;Belgium Pro League;Ghana;CB;23;184;80
7222;Kwateng;67;FC Nantes;Ligue 1 Conforama;France;RB;21;183;75
7223;Kalulu;67;FC Sochaux-Montbéliard;Domino’s Ligue 2;France;ST;22;168;57
7224;Manaj;67;Granada CF;LaLiga 1 I 2 I 3;Albania;ST;21;182;76
7225;Poha;67;US Orléans Loiret Football;Domino’s Ligue 2;France;CDM;21;173;72
7226;Vergara;67;Envigado FC;Liga Dimayor;Colombia;RM;22;172;72
7227;Radunovic;67;Salerno;Calcio B;Serbia;GK;22;194;90
7228;Patiño;67;Racing Club;Primera División;Paraguay;CB;29;183;86
7229;Erras;67;1. FC Nürnberg;Bundesliga 2;Germany;CDM;23;196;85
7230;Emaná;67;Nàstic;LaLiga 1 I 2 I 3;Cameroon;ST;24;181;74
7231;Monteiro;67;Heracles Almelo;Eredivisie;Cape Verde Islands;CM;24;170;72
7232;João Nunes;67;Lechia Gda?sk;Ekstraklasa;Portugal;CB;22;188;80
7233;Lukebakio;67;Sporting Charleroi;Belgium Pro League;Congo DR;RM;21;187;77
7234;Aitor;67;Sevilla Atlético;LaLiga 1 I 2 I 3;Spain;RM;22;177;67
7235;Thelin;67;Jönköpings Södra IF;Allsvenskan;Sweden;LM;35;181;77
7236;Umar;67;Torino;Calcio A;Nigeria;ST;21;192;75
7237;Salazar;67;Independiente Santa Fe;Liga Dimayor;Colombia;CAM;22;170;62
7238;Ivan;67;FC Krasnodar;Russian Football Premier League;Romania;RW;21;189;81
7239;Arce;67;Unión de Santa Fe;Primera División;Argentina;LM;27;178;71
7240;Kudo;67;Sanfrecce Hiroshima;Meiji Yasuda J1 League;Japan;ST;28;177;74
7241;Sundgren;67;AIK;Allsvenskan;Sweden;RWB;27;179;69
7242;Benyettou;67;Al Shabab;Dawry Jameel;Algeria;ST;28;186;86
7243;Joaquín;67;UD Almería;LaLiga 1 I 2 I 3;Spain;CB;22;190;66
7244;Uduokhai;67;VfL Wolfsburg;Bundesliga;Germany;CB;21;192;78
7245;Herbers;67;Philadelphia Union;Major League Soccer;Germany;RM;25;183;75
7246;El Azzouzi;67;Excelsior;Eredivisie;Morocco;ST;22;177;65
7247;Bijlow;67;Feyenoord;Eredivisie;Holland;GK;20;188;73
7248;Aoki;67;Urawa Red Diamonds;Meiji Yasuda J1 League;Japan;CDM;29;179;77
7249;Krauße;67;SC Paderborn 07;3. Liga;Germany;CDM;24;179;73
7250;Ramon Lopes;67;Kashiwa Reysol;Meiji Yasuda J1 League;Brazil;ST;29;185;79
7251;Kanazono;67;Hokkaido Consadole Sapporo;Meiji Yasuda J1 League;Japan;ST;30;184;78
7252;Hayashi;67;Sanfrecce Hiroshima;Meiji Yasuda J1 League;Japan;GK;36;188;87
7253;Putivtsev;67;Bruk-Bet Termalica Nieciecza;Ekstraklasa;Ukraine;CB;30;189;85
7254;Gabriel;67;ESTAC Troyes;Ligue 1 Conforama;Brazil;CB;20;190;78
7255;Eduardo;67;Kawasaki Frontale;Meiji Yasuda J1 League;Brazil;CB;25;186;84
7256;Andrade;67;Patronato;Primera División;Argentina;CB;33;190;86
7257;Seung Beom;67;Suwon Samsung Bluewings;K LEAGUE Classic;Korea Republic;LM;24;175;72
7258;Nakayama;67;Kashiwa Reysol;Meiji Yasuda J1 League;Japan;CB;21;181;76
7259;Kim Jung Ya;67;Gamba Osaka;Meiji Yasuda J1 League;Korea Republic;CB;30;183;74
7260;Shimizu;67;Shimizu S-Pulse;Meiji Yasuda J1 League;Japan;LM;29;168;64
7261;Nagasawa;67;Gamba Osaka;Meiji Yasuda J1 League;Japan;ST;30;192;82
7262;Min Hyeok;67;Sagan Tosu;Meiji Yasuda J1 League;Korea Republic;CB;26;187;73
7263;Garrido;67;Patronato;Primera División;Argentina;CM;32;170;67
7264;Toyoda;67;Sagan Tosu;Meiji Yasuda J1 League;Japan;ST;33;185;79
7265;Yoshida;67;Sagan Tosu;Meiji Yasuda J1 League;Japan;LB;28;168;69
7266;Fabio;67;Gamba Osaka;Meiji Yasuda J1 League;Brazil;CB;29;186;78
7267;Nakamachi;67;Yokohama F?Marinos;Meiji Yasuda J1 League;Japan;CDM;33;174;74
7268;Diaw;67;Korona Kielce;Ekstraklasa;Senegal;CB;23;193;85
7269;Nakajima;67;Portimão;Liga NOS;Japan;LM;24;164;64
7270;Nishi;67;Kashima Antlers;Meiji Yasuda J1 League;Japan;RB;31;176;73
7271;Nagaki;67;Kashima Antlers;Meiji Yasuda J1 League;Japan;CDM;30;173;72
7272;Takahashi;67;Vissel Kobe;Meiji Yasuda J1 League;Japan;RB;28;169;68
7273;Moriya;67;Kawasaki Frontale;Meiji Yasuda J1 League;Japan;RM;30;173;65
7274;Medvedev;67;Lokomotiv Moscow;Russian Football Premier League;Russia;GK;23;192;80
7275;Gutkovskis;67;Bruk-Bet Termalica Nieciecza;Ekstraklasa;Latvia;ST;23;181;76
7276;Taniguchi;67;Kawasaki Frontale;Meiji Yasuda J1 League;Japan;CB;27;183;72
7277;Nara;67;Kawasaki Frontale;Meiji Yasuda J1 League;Japan;CB;25;180;77
7278;Jang Ho Ik;67;Suwon Samsung Bluewings;K LEAGUE Classic;Korea Republic;RM;24;173;68
7279;Grandsir;67;ESTAC Troyes;Ligue 1 Conforama;France;RM;22;168;64
7280;Song Si Woo;67;Incheon United FC;K LEAGUE Classic;Korea Republic;RM;25;175;71
7281;Kouassi;67;Celtic;Scottish Premiership;CÃ´te d'Ivoire;CDM;20;185;70
7282;Fall;67;Sporting Charleroi;Belgium Pro League;Senegal;RM;26;184;70
7283;Bese;67;Havre Athletic Club;Domino’s Ligue 2;Hungary;RB;24;188;84
7284;Djetei;67;Nàstic;LaLiga 1 I 2 I 3;Cameroon;CB;24;185;73
7285;Soukou;67;FC Erzgebirge Aue;Bundesliga 2;Germany;LM;26;184;82
7286;Tanaka;67;HJK Helsinki;Finnliiga;Japan;CAM;31;167;68
7287;Müller;67;SG Dynamo Dresden;Bundesliga 2;Germany;CB;24;187;79
7288;Müller;67;FC Würzburger Kickers;3. Liga;Germany;LM;25;178;71
7289;Christjansen;67;Lyngby BK;Alka Superliga;Denmark;CDM;30;182;75
7290;Heliardo;67;Tondela;Liga NOS;Brazil;ST;26;190;84
7291;Ananou;67;Roda JC Kerkrade;Eredivisie;Germany;CB;21;182;78
7292;Der Steen;67;SC Heerenveen;Eredivisie;Holland;GK;28;187;79
7293;Attamah;67;Medipol Ba?ak?ehir FK;Süper Lig;Ghana;CDM;24;180;80
7294;Pedersen;67;1. FC Union Berlin;Bundesliga 2;Denmark;LB;24;191;83
7295;Karacic;67;SV Sandhausen;Bundesliga 2;Bosnia and Herzegovina;GK;22;195;86
7296;Aouar;67;Olympique Lyonnais;Ligue 1 Conforama;France;CAM;20;175;70
7297;Androutsos;67;Olympiacos CFP;Hellas Liga;Greece;CAM;21;182;75
7298;Luís Rocha;67;F. Santa Maria da Feira;Liga NOS;Portugal;CB;32;186;85
7299;Díaz;67;CD Lugo;LaLiga 1 I 2 I 3;Paraguay;ST;20;170;70
7300;Luis Pérez;67;CD Tenerife;LaLiga 1 I 2 I 3;Spain;RB;23;178;73
7301;Orlando;67;Salerno;Calcio B;Italy;RW;22;168;65
7302;Castagnetti;67;Empoli;Calcio B;Italy;CDM;28;180;71
7303;Correa;67;Godoy Cruz;Primera División;Argentina;CDM;28;169;72
7304;Tomecak;67;KV Mechelen;Belgium Pro League;Croatia;RM;28;173;71
7305;El Kabir;67;Djurgårdens IF;Allsvenskan;Holland;LM;27;175;72
7306;Rodríguez;67;Club Atlético Tigre;Primera División;Uruguay;CB;28;186;88
7307;Niemeijer;67;Heracles Almelo;Eredivisie;Holland;CAM;23;178;70
7308;Alhaft;67;Sparta Rotterdam;Eredivisie;Holland;RW;21;172;60
7309;Marcel;67;OGC Nice;Ligue 1 Conforama;France;CM;21;180;65
7310;Quim Araujo;67;Albacete Bpie;LaLiga 1 I 2 I 3;Spain;CAM;30;189;81
7311;Joel;67;Estoril Praia;Liga NOS;Portugal;LB;26;180;72
7312;Salvador;67;R. Valladolid CF;LaLiga 1 I 2 I 3;Equatorial Guinea;CAM;22;173;72
7313;Aleix Febas;67;R. Zaragoza;LaLiga 1 I 2 I 3;Spain;CM;22;172;64
7314;Goujon;67;AJ Auxerre;Domino’s Ligue 2;France;CM;22;180;68
7315;Sackey;67;Alanyaspor;Süper Lig;Ghana;CDM;24;190;88
7316;Til;67;AZ;Eredivisie;Holland;CAM;20;183;74
7317;Lundqvist;67;PSV;Eredivisie;Sweden;CAM;21;183;72
7318;Özcan;67;VfB Stuttgart;Bundesliga;Turkey;CAM;20;180;79
7319;Valente;67;Vitória Guimarães;Liga NOS;Portugal;CB;24;196;90
7320;Ngamaleu;67;BSC Young Boys;Raiffeisen Super League;Cameroon;ST;24;181;77
7321;Madu;67;SV Zulte-Waregem;Belgium Pro League;Nigeria;LB;22;174;79
7322;Chatzigiovanis;67;Panathinaikos FC;Hellas Liga;Greece;LM;21;176;70
7323;Lozano;67;Tigres FC;Liga Dimayor;Colombia;CB;27;186;79
7324;Crognale;67;Columbus Crew SC;Major League Soccer;United States;CB;24;196;93
7325;Yuri Ribeiro;67;Rio Ave FC;Liga NOS;Portugal;LB;21;175;74
7326;Nyholm;67;AIK;Allsvenskan;Sweden;CB;25;183;74
7327;Mallé;67;Udinese;Calcio A;Mali;RM;20;177;66
7328;Busch Thor;67;IK Sirius;Allsvenskan;Sweden;CDM;32;180;82
7329;Seung Ho;67;Girona FC;LaLiga Santander;Korea Republic;CM;21;180;68
7330;Kovacevic;67;KV Kortrijk;Belgium Pro League;Serbia;CB;25;190;86
7331;Páez;67;Kaizer Chiefs;South African FL;Venezuela;ST;28;177;70
7332;Bokadi;67;Standard de Liège;Belgium Pro League;Congo DR;CDM;26;186;80
7333;Edamura;67;Shimizu S-Pulse;Meiji Yasuda J1 League;Japan;RM;31;176;70
7334;Shirasaki;67;Shimizu S-Pulse;Meiji Yasuda J1 League;Japan;LM;25;181;70
7335;Baranov;67;Kristiansund BK;Eliteserien;Estonia;CB;26;184;80
7336;Guliev;67;FC Anzhi Makhachkala;Russian Football Premier League;Russia;CM;22;169;63
7337;Seuntjens;67;VVV-Venlo;Eredivisie;Holland;ST;29;193;93
7338;Van Crooij;67;VVV-Venlo;Eredivisie;Holland;RW;22;177;70
7339;Kwang Song;67;Perugia;Calcio B;Korea DPR;ST;20;178;70
7340;Schweers;67;SC Preußen Münster;3. Liga;Germany;CB;22;188;81
7341;Rizzi;67;SC Preußen Münster;3. Liga;Germany;CM;30;181;75
7342;Nikolaou;67;FC Würzburger Kickers;3. Liga;Germany;CDM;25;185;85
7343;Gehring;67;SG Sonnenhof Großaspach;3. Liga;Germany;CB;30;193;85
7344;Hägele;67;SG Sonnenhof Großaspach;3. Liga;Germany;CM;29;186;76
7345;Gjasula;67;Hallescher FC;3. Liga;Germany;CDM;28;192;84
7346;Verlaat;67;SW Werder Bremen II;3. Liga;Holland;CB;22;192;91
7347;Manafá;67;Portimão;Liga NOS;Portugal;RW;24;174;69
7348;Cucurella;67;FC Barcelona “B”;LaLiga 1 I 2 I 3;Spain;LB;20;172;69
7349;Anestis;67;AEK Athens;Hellas Liga;Greece;GK;27;198;93
7350;Labeau;67;Amiens SC;Ligue 1 Conforama;France;ST;22;181;78
7351;Zrelak;67;1. FC Nürnberg;Bundesliga 2;Slovakia;ST;24;183;79
7352;Fathi;67;Al Taawoun;Dawry Jameel;Egypt;RM;24;167;72
7353;Hernández;67;CF Os Belenenses;Liga NOS;Venezuela;ST;25;182;80
7354;Santos;67;Chaves;Liga NOS;Brazil;CDM;25;192;85
7355;Tete Morente;67;Nàstic;LaLiga 1 I 2 I 3;Spain;LW;21;184;77
7356;Karnitskiy;67;FC Tosno;Russian Football Premier League;Belarus;CDM;29;187;77
7357;Nsamé;67;BSC Young Boys;Raiffeisen Super League;France;ST;25;188;88
7358;Olivera;67;Getafe CF;LaLiga Santander;Uruguay;LB;20;184;78
7359;Carrillo;67;Cádiz CF;LaLiga 1 I 2 I 3;Spain;ST;24;180;75
7360;Zacuska;67;Pogo? Szczecin;Ekstraklasa;Poland;GK;36;190;88
7361;Mannus;67;St. Johnstone FC;Scottish Premiership;Northern Ireland;GK;36;188;92
7362;Mccormick;67;Plymouth Argyle;EFL League One;England;GK;35;183;88
7363;Feeney;67;Cardiff City;EFL Championship;England;RM;32;183;76
7364;Wölfli;67;BSC Young Boys;Raiffeisen Super League;Switzerland;GK;36;185;83
7365;Henderson;67;Rochdale;EFL League One;England;ST;33;178;67
7366;Mears;67;Atlanta United;Major League Soccer;England;RB;35;180;74
7367;cam;67;Gençlerbirli?i SK;Süper Lig;Turkey;RB;32;181;74
7368;Körk;67;Akhisar Belediyespor;Süper Lig;Turkey;GK;38;187;73
7369;Bourillon;67;La Berrichonne de Châteauroux;Domino’s Ligue 2;France;CDM;34;187;74
7370;Vleminckx;67;Royal Antwerp FC;Belgium Pro League;Belgium;ST;32;183;80
7371;Mäenpää;67;Brighton & Hove Albion;Premier League;Finland;GK;33;190;86
7372;Stoll;67;Karlsruher SC;3. Liga;Germany;CB;35;188;80
7373;Baird;67;Derby County;EFL Championship;Northern Ireland;RB;36;181;74
7374;O'Grady;67;Chesterfield;EFL League Two;England;ST;32;191;78
7375;Torres;67;Puebla;LIGA Bancomer MX;Mexico;CM;35;171;70
7376;Conway;67;Blackburn Rovers;EFL League One;Scotland;LM;33;176;67
7377;Wilson;67;Ventforet Kofu;Meiji Yasuda J1 League;Brazil;ST;33;181;75
7378;Sánchez;67;Houston Dynamo;Major League Soccer;Uruguay;RW;38;170;66
7379;Toledo;67;Puebla;LIGA Bancomer MX;Mexico;CM;36;167;65
7380;Cubero;67;Vélez Sarsfield;Primera División;Argentina;RB;39;175;72
7381;Bologna;67;River Plate;Primera División;Argentina;GK;36;189;87
7382;Aguirre;67;Club Atlético Temperley;Primera División;Argentina;CB;36;178;79
7383;Öztorun;67;Atiker Konyaspor;Süper Lig;Turkey;LB;31;176;66
7384;Özkan;67;Gençlerbirli?i SK;Süper Lig;Turkey;LM;31;172;68
7385;Juande;67;La Spezia;Calcio B;Spain;CDM;32;183;75
7386;Shevchenko;67;FC Arsenal Tula;Russian Football Premier League;Russia;ST;33;180;70
7387;Pavlenko;67;FC Ural;Russian Football Premier League;Russia;CAM;33;175;67
7388;Mila;67;Lechia Gda?sk;Ekstraklasa;Poland;CAM;36;178;73
7389;Danielsen;67;Viking FK;Eliteserien;Norway;CDM;33;173;70
7390;Wæhler;67;Sogndal Fotball;Eliteserien;Norway;CB;42;182;78
7391;Baradji;67;Amiens SC;Ligue 1 Conforama;France;CDM;34;185;77
7392;Poulsen;67;SønderjyskE;Alka Superliga;Denmark;LB;33;184;81
7393;Occéan;67;Odds BK;Eliteserien;Canada;ST;36;185;86
7394;Konstantopoulos;67;Middlesbrough;EFL Championship;Greece;GK;39;193;90
7395;Pouplin;67;OGC Nice;Ligue 1 Conforama;France;GK;33;187;78
7396;Askar;67;Sarpsborg 08 FF;Eliteserien;Ethiopia;RM;33;174;62
7397;Olsen;67;Hobro IK;Alka Superliga;Denmark;CM;33;186;80
7398;Nakazawa;67;Yokohama F?Marinos;Meiji Yasuda J1 League;Japan;CB;40;187;78
7399;Bastía;67;Colón de Santa Fe;Primera División;Argentina;CDM;39;178;74
7400;Smedberg-Dalence;67;IFK Göteborg;Allsvenskan;Bolivia;RM;34;187;78
7401;Pratley;67;Bolton Wanderers;EFL Championship;England;CM;33;185;69
7402;Hernández;67;Tiburones Rojos de Veracruz;LIGA Bancomer MX;Mexico;GK;35;182;82
7403;Manu;67;Cultural Leonesa;LaLiga 1 I 2 I 3;Switzerland;LB;34;176;70
7404;Valdez;67;Tiburones Rojos de Veracruz;LIGA Bancomer MX;Mexico;CM;34;171;73
7405;Ielsch;67;Amiens SC;Ligue 1 Conforama;France;LB;35;173;72
7406;Sonnleitner;67;SK Rapid Wien;Österreichische Fußball-Bundesliga;Austria;CB;31;182;82
7407;Parensen;67;1. FC Union Berlin;Bundesliga 2;Germany;LB;32;180;79
7408;Brecko;67;1. FC Nürnberg;Bundesliga 2;Slovenia;RB;34;178;70
7409;Kronberg;67;Viking FK;Eliteserien;Denmark;RB;31;177;75
7410;Munari;67;Parma;Calcio B;Italy;CM;35;190;84
